案发年份_code,案发月份_code,案发日期_code,案发日期敏感度_code,工作大类_code,工作小类_code,相关人性别_code,相关人年龄_code,相关人收入_code,相关人学历_code,相关人通信方式_code,金额损失_code,相关人恢复时间_code,是否报警_code,案发城市经济水平_code,相关人身份_code
2023,5,1,0,12,9,1.0,6.0,1.0,2,1,3,0,0,63,0
2023,6,1,21,24,9,1.0,4.0,2.0,2,6,0,0,0,76,0
2023,1,1,0,24,9,2.0,5.0,1.0,2,3,2,1,0,89,0
2022,2,1,0,24,9,1.0,6.0,2.0,6,6,0,1,0,116,0
2023,5,1,0,8,6,1.0,3.0,2.0,6,6,2,0,0,5,0
2024,2,1,9,8,9,1.0,4.0,1.0,2,1,0,0,0,338,0
2022,11,1,31,24,9,2.0,2.0,1.0,2,6,4,0,0,5,0
2022,1,1,0,8,9,1.0,6.0,2.0,9,6,2,0,0,18,0
2022,3,1,28,8,9,1.0,6.0,2.0,2,6,1,0,0,63,0
2023,3,1,34,8,9,1.0,4.0,1.0,2,6,1,0,0,63,0
2023,4,1,3,24,9,1.0,4.0,2.0,2,6,3,0,0,224,0
2022,2,1,0,8,9,1.0,5.0,1.0,2,6,1,0,0,255,0
2022,3,1,28,24,9,1.0,3.0,2.0,4,3,0,0,0,18,0
2023,12,1,24,2,5,2.0,4.0,2.0,3,1,1,0,0,5,0
2023,2,1,10,24,9,2.0,3.0,2.0,3,6,0,0,0,5,0
2023,5,1,0,8,9,1.0,3.0,2.0,6,6,2,0,0,5,0
2020,12,1,24,8,9,2.0,2.0,2.0,6,6,1,0,0,5,0
2022,4,1,3,8,9,2.0,5.0,2.0,5,6,0,0,0,13,0
2022,4,1,3,12,9,1.0,4.0,2.0,2,6,3,0,0,202,0
2021,9,1,20,24,9,1.0,4.0,1.0,2,6,3,0,0,5,0
2023,2,1,10,8,9,1.0,3.0,2.0,1,2,0,0,0,44,0
2021,12,1,24,24,9,1.0,2.0,2.0,5,4,0,0,0,34,0
2023,5,1,0,8,9,1.0,3.0,2.0,6,6,2,0,0,5,0
2020,6,1,24,8,9,2.0,3.0,2.0,6,6,2,0,0,5,0
2020,10,1,0,8,9,2.0,4.0,2.0,4,6,2,0,0,5,0
2022,6,1,2,8,9,1.0,5.0,2.0,2,6,3,0,0,45,0
2022,9,1,9,8,9,1.0,3.0,2.0,9,6,3,0,0,1,0
2022,4,1,3,8,9,1.0,3.0,2.0,2,5,2,0,0,65,0
2022,3,1,28,8,9,1.0,4.0,1.0,2,6,0,0,0,5,0
2022,9,1,9,20,9,1.0,4.0,2.0,2,6,2,0,0,27,0
2023,3,1,34,24,9,1.0,3.0,2.0,4,6,2,0,0,5,0
2023,6,1,21,8,9,1.0,4.0,2.0,6,5,2,0,0,5,0
2023,3,1,34,8,9,1.0,3.0,2.0,2,6,2,0,0,5,0
2023,6,1,21,24,9,1.0,3.0,1.0,2,6,3,1,0,94,0
2022,2,1,0,8,9,1.0,4.0,2.0,3,6,3,0,0,4,0
2022,11,1,31,20,9,1.0,6.0,1.0,1,6,4,0,0,122,0
2022,1,1,0,8,9,1.0,4.0,2.0,2,1,2,0,0,15,0
2023,12,1,24,8,9,1.0,0.0,1.0,1,6,2,0,0,140,0
2021,12,1,24,20,9,1.0,5.0,1.0,2,1,1,0,0,63,0
2022,4,1,3,8,9,1.0,3.0,2.0,2,6,0,0,0,5,0
2022,9,1,9,24,9,2.0,4.0,1.0,4,6,3,1,0,200,0
2023,5,1,0,8,9,2.0,2.0,2.0,4,6,1,1,0,63,0
2023,4,1,3,24,9,2.0,4.0,2.0,6,6,2,1,0,4,0
2022,1,1,0,8,9,2.0,6.0,2.0,1,1,0,0,0,63,0
2022,5,1,0,8,9,1.0,3.0,1.0,2,1,2,0,0,175,0
2022,4,1,3,8,9,2.0,3.0,2.0,9,6,2,0,0,13,0
2022,3,1,28,8,9,1.0,4.0,1.0,1,6,2,0,0,45,0
2022,4,1,3,24,9,1.0,2.0,2.0,9,6,2,0,0,116,0
2023,4,1,3,8,9,2.0,6.0,2.0,2,6,3,1,0,63,0
2022,2,1,0,8,9,1.0,3.0,2.0,9,5,1,0,0,45,0
2023,1,1,0,24,9,1.0,2.0,1.0,2,6,1,0,0,255,0
2024,6,1,9,8,9,1.0,4.0,2.0,3,6,1,0,0,141,0
2022,4,1,3,12,9,2.0,6.0,1.0,1,6,0,0,0,79,0
2022,1,1,0,8,9,1.0,4.0,2.0,2,1,1,0,0,200,0
2021,9,1,20,24,9,1.0,4.0,2.0,2,6,3,0,0,116,0
2023,7,1,9,24,9,1.0,3.0,1.0,2,1,2,1,0,255,0
2020,3,1,34,8,9,1.0,3.0,2.0,2,4,3,1,0,255,0
2023,12,1,24,8,9,1.0,3.0,1.0,2,6,1,0,0,255,0
2022,3,1,28,8,9,1.0,2.0,2.0,9,6,2,0,0,36,0
2023,4,1,3,8,9,1.0,3.0,2.0,2,6,2,0,0,27,0
2022,9,1,9,8,9,1.0,3.0,1.0,2,6,2,0,0,160,0
2022,4,1,3,8,9,1.0,3.0,2.0,2,6,2,0,0,51,0
2021,7,1,17,8,9,1.0,3.0,1.0,4,6,2,0,0,63,0
2024,2,1,9,8,9,1.0,5.0,2.0,2,6,3,1,0,255,0
2022,3,1,28,8,9,1.0,3.0,2.0,2,6,2,1,0,63,0
2022,3,1,28,8,9,1.0,3.0,2.0,2,6,2,0,0,63,0
2023,3,1,34,8,9,1.0,3.0,2.0,4,6,2,0,0,63,0
2022,4,1,3,8,9,1.0,3.0,2.0,2,6,0,1,0,5,0
2023,3,1,34,8,9,1.0,4.0,1.0,2,6,1,0,0,63,0
2023,3,1,34,8,9,1.0,3.0,2.0,2,6,2,0,0,5,0
2022,5,1,0,8,9,1.0,3.0,1.0,2,1,2,0,0,175,0
2022,3,1,28,8,9,1.0,3.0,2.0,2,6,2,1,0,63,0
2022,6,1,2,8,9,1.0,5.0,2.0,2,6,3,0,0,45,0
2023,11,1,31,24,9,1.0,3.0,1.0,1,6,2,0,0,63,0
2022,9,1,9,24,9,1.0,3.0,2.0,2,1,1,0,0,255,0
2023,1,1,0,8,3,1.0,3.0,2.0,2,6,0,0,0,1,0
2023,5,1,0,24,9,1.0,2.0,1.0,2,6,2,1,0,94,0
2021,1,1,0,8,9,1.0,4.0,2.0,3,6,3,1,0,18,0
2022,5,1,0,24,9,1.0,4.0,2.0,9,1,0,0,0,80,0
2022,2,1,0,8,9,1.0,3.0,2.0,2,6,1,0,0,5,0
2023,5,1,0,24,9,1.0,4.0,2.0,4,1,3,0,0,224,0
2022,5,1,0,24,9,2.0,3.0,1.0,9,5,3,0,0,13,0
2021,7,1,17,8,9,1.0,2.0,2.0,4,6,0,0,0,5,0
2023,2,1,10,24,9,1.0,2.0,2.0,5,6,1,0,0,36,0
2024,1,1,0,24,9,1.0,0.0,2.0,5,6,3,0,0,229,0
2023,7,1,9,24,9,1.0,2.0,2.0,3,1,1,0,0,141,0
2022,2,1,0,24,9,1.0,2.0,1.0,2,6,2,0,0,145,0
2023,5,1,0,8,9,1.0,3.0,2.0,6,6,2,0,0,5,0
2020,8,1,37,8,9,2.0,3.0,2.0,6,6,2,0,0,5,0
2023,3,1,34,8,9,1.0,3.0,2.0,4,6,1,1,0,5,0
2020,8,1,37,24,9,2.0,4.0,1.0,4,6,0,1,0,5,0
2023,2,1,10,8,9,1.0,3.0,2.0,3,6,2,0,0,5,0
2018,1,1,0,8,9,2.0,4.0,2.0,2,6,2,0,0,5,0
2023,6,1,21,8,9,1.0,4.0,2.0,3,6,2,0,0,5,0
2023,3,1,34,8,9,1.0,4.0,2.0,2,6,2,0,0,63,0
2022,3,1,28,24,9,1.0,3.0,3.0,9,1,3,0,0,173,0
2022,11,1,31,24,9,2.0,3.0,1.0,2,6,4,0,0,5,0
2022,6,1,2,8,9,2.0,3.0,2.0,2,6,0,0,0,5,0
2024,3,1,20,8,9,2.0,4.0,2.0,2,6,1,0,0,5,0
2021,8,1,48,24,10,1.0,0.0,2.0,2,6,0,0,0,255,0
2022,1,1,0,8,9,1.0,4.0,2.0,2,5,3,0,0,69,0
2020,6,1,24,2,1,2.0,2.0,2.0,2,1,1,0,0,5,0
2022,3,1,28,2,5,2.0,4.0,2.0,6,6,2,0,0,5,0
2020,1,1,0,24,9,1.0,3.0,2.0,6,4,2,0,0,5,0
2022,3,1,28,24,9,1.0,2.0,2.0,4,1,1,0,0,116,0
2022,1,1,0,24,9,1.0,3.0,1.0,9,1,2,2,0,5,0
2023,12,1,24,8,9,1.0,3.0,1.0,2,6,1,0,0,13,0
2023,6,1,21,8,9,1.0,3.0,2.0,2,6,3,0,0,202,0
2020,1,1,0,8,9,1.0,3.0,2.0,2,1,2,0,0,63,0
2022,10,1,0,24,9,1.0,4.0,1.0,1,6,2,1,0,63,0
2022,4,1,3,24,9,1.0,2.0,2.0,3,6,3,0,0,122,0
2022,3,1,28,8,9,1.0,7.0,2.0,6,6,0,0,0,38,0
2023,3,1,34,8,9,1.0,4.0,2.0,2,6,2,0,0,63,0
2022,7,1,28,24,9,1.0,2.0,1.0,4,6,3,0,0,116,0
2022,2,1,0,8,9,1.0,4.0,2.0,5,6,0,0,0,5,0
2023,3,1,34,24,9,1.0,4.0,1.0,2,6,1,0,0,175,0
2021,3,1,17,12,9,1.0,6.0,2.0,3,6,0,0,0,65,0
2022,10,1,0,8,9,1.0,2.0,2.0,4,6,2,0,0,200,0
2017,1,1,0,24,9,1.0,2.0,1.0,1,6,1,0,0,116,0
2023,3,1,34,12,9,1.0,3.0,2.0,2,6,2,0,0,5,0
2023,4,1,3,24,9,1.0,2.0,1.0,2,0,0,0,0,65,0
2022,1,1,0,24,9,1.0,3.0,1.0,2,6,2,1,0,20,0
2023,4,1,3,24,9,1.0,2.0,2.0,2,5,1,0,0,65,0
2023,5,1,0,24,9,1.0,2.0,2.0,4,6,3,1,0,1,0
2022,2,1,0,12,9,1.0,3.0,1.0,1,6,1,0,0,1,0
2022,2,1,0,24,9,1.0,3.0,1.0,2,6,3,1,0,168,0
2023,4,1,3,24,9,1.0,3.0,2.0,2,1,0,0,0,160,0
2024,5,1,0,24,9,1.0,2.0,2.0,4,6,2,0,0,63,0
2023,6,1,21,12,9,1.0,3.0,1.0,1,6,0,0,0,49,0
2021,12,1,24,8,9,1.0,3.0,2.0,5,1,3,0,0,5,0
2024,1,1,0,24,9,1.0,5.0,2.0,9,1,0,0,0,5,0
2023,3,1,34,24,9,1.0,2.0,1.0,4,0,1,1,0,5,0
2023,5,1,0,17,10,2.0,3.0,2.0,5,6,0,0,0,187,0
2022,3,1,28,8,9,1.0,4.0,2.0,5,6,4,0,0,20,0
2021,12,1,24,8,9,1.0,4.0,2.0,4,6,1,0,0,202,0
2022,3,1,28,8,9,1.0,3.0,2.0,1,6,3,0,0,89,0
2021,5,1,0,20,9,1.0,3.0,1.0,2,6,0,0,0,94,0
2023,4,1,3,24,9,1.0,2.0,2.0,2,1,1,1,0,63,0
2022,2,1,0,8,9,1.0,5.0,2.0,1,6,2,0,0,147,0
2022,1,1,0,24,9,2.0,3.0,2.0,6,6,3,0,0,169,0
2022,7,1,28,24,9,1.0,3.0,2.0,9,1,3,0,0,65,0
2022,3,1,28,8,9,1.0,3.0,2.0,4,6,0,0,0,116,0
2022,7,1,28,8,9,1.0,3.0,1.0,1,6,3,0,0,151,0
2020,1,1,0,24,9,1.0,3.0,2.0,5,6,3,0,0,64,0
2023,4,1,3,24,9,1.0,2.0,2.0,2,5,1,1,0,63,0
2002,4,1,3,21,10,1.0,2.0,2.0,3,6,3,0,0,5,0
2023,6,1,21,24,9,1.0,4.0,1.0,2,6,4,0,0,43,0
2020,7,1,6,24,9,1.0,4.0,2.0,5,6,0,0,0,4,0
2023,1,1,0,24,9,1.0,4.0,2.0,9,0,3,0,0,2,0
2021,6,1,13,8,9,1.0,3.0,2.0,4,6,2,1,0,45,0
2024,3,1,20,24,9,1.0,4.0,2.0,9,6,3,0,0,9,0
2022,1,1,0,24,9,1.0,3.0,1.0,2,6,4,0,0,36,0
2021,12,1,24,24,9,1.0,3.0,2.0,3,6,0,1,0,135,0
2022,3,1,28,8,9,1.0,4.0,2.0,2,6,1,0,0,45,0
2023,6,1,21,24,9,1.0,4.0,2.0,2,6,0,0,0,76,0
2023,4,1,3,24,9,1.0,6.0,1.0,10,6,1,0,0,32,0
2022,8,1,40,8,9,1.0,2.0,2.0,2,6,1,0,0,45,0
2023,5,1,0,12,9,1.0,3.0,1.0,1,5,2,0,0,27,0
2020,10,1,0,24,9,1.0,2.0,2.0,9,1,3,0,0,5,0
2023,4,1,3,24,9,1.0,2.0,2.0,2,5,1,0,0,65,0
2021,12,1,24,24,9,1.0,3.0,2.0,6,1,0,0,0,11,0
2023,5,1,0,8,9,1.0,4.0,2.0,2,6,2,0,0,45,0
2023,5,1,0,8,9,1.0,3.0,2.0,5,6,2,0,0,151,0
2023,7,1,9,12,9,2.0,6.0,2.0,2,6,3,0,0,252,0
2021,9,1,20,24,9,1.0,4.0,1.0,2,1,0,0,0,1,0
2023,1,1,0,24,9,2.0,3.0,1.0,2,1,3,0,0,255,0
2023,3,1,34,8,9,1.0,3.0,2.0,5,6,3,0,0,64,0
2023,1,1,0,24,9,1.0,4.0,2.0,9,0,3,0,0,2,0
2022,1,1,0,24,9,1.0,2.0,1.0,2,1,3,0,0,145,0
2023,4,1,3,8,9,1.0,3.0,2.0,4,6,1,0,0,45,0
2022,1,1,0,8,9,1.0,3.0,2.0,4,6,0,0,0,84,0
2018,2,1,15,8,9,1.0,4.0,2.0,2,6,1,0,0,375,0
2022,4,1,3,24,9,1.0,4.0,2.0,6,6,3,0,0,41,0
2020,9,1,30,8,9,2.0,3.0,2.0,6,6,2,0,0,5,0
2022,7,1,28,24,9,1.0,4.0,2.0,5,6,0,0,0,5,0
2023,2,1,10,11,9,1.0,3.0,2.0,3,6,0,0,0,5,0
2022,6,1,2,8,9,2.0,4.0,2.0,6,6,1,0,0,5,0
2022,3,1,28,24,9,1.0,2.0,2.0,2,2,2,0,0,202,0
2023,3,1,34,8,9,1.0,4.0,2.0,2,6,2,0,0,63,0
2023,3,1,34,8,9,1.0,3.0,2.0,5,6,1,1,0,5,0
2023,4,1,3,8,9,1.0,2.0,2.0,4,1,1,0,0,5,0
2021,11,1,31,8,9,2.0,3.0,2.0,4,6,1,0,0,5,0
2023,5,1,0,8,9,1.0,4.0,2.0,2,1,2,0,0,5,0
2022,5,1,0,8,9,2.0,4.0,2.0,2,1,0,0,0,5,0
2022,10,1,0,8,9,2.0,5.0,3.0,3,6,0,0,0,36,0
2022,4,1,3,24,9,2.0,4.0,1.0,2,6,1,1,0,5,0
2023,2,1,10,8,9,1.0,4.0,2.0,4,6,4,0,0,5,0
2021,7,1,17,2,6,2.0,4.0,2.0,2,6,0,0,0,5,0
2021,1,1,0,8,9,1.0,4.0,2.0,4,6,0,0,0,5,0
2021,5,1,0,24,9,1.0,3.0,2.0,2,6,3,0,0,1,0
2021,1,1,0,12,9,1.0,3.0,2.0,4,6,1,0,0,20,0
2022,2,1,0,8,9,1.0,4.0,2.0,6,1,1,0,0,1,0
2021,7,1,17,24,9,1.0,3.0,1.0,4,1,2,1,0,18,0
2021,1,1,0,8,9,2.0,4.0,2.0,4,6,0,0,0,5,0
2023,2,1,10,24,9,1.0,3.0,2.0,3,6,0,0,0,5,0
2020,1,1,0,8,9,1.0,4.0,2.0,3,1,0,0,0,18,0
2022,3,1,28,8,9,1.0,4.0,2.0,1,6,4,0,0,65,0
2022,2,1,0,8,9,1.0,4.0,2.0,2,6,1,1,0,140,0
2022,1,1,0,24,9,1.0,4.0,2.0,9,1,0,0,0,5,0
2023,3,1,34,24,9,1.0,4.0,1.0,1,6,0,1,0,101,0
2023,3,1,34,24,9,1.0,2.0,2.0,2,6,0,0,0,23,0
2022,1,1,0,24,9,1.0,3.0,2.0,3,1,3,0,0,36,0
2023,3,1,34,8,9,2.0,4.0,2.0,4,6,2,0,0,116,0
2019,1,1,0,24,9,1.0,4.0,2.0,5,6,2,0,0,63,0
2023,1,1,0,24,9,1.0,2.0,1.0,2,6,2,0,0,25,0
2023,5,1,0,12,9,1.0,6.0,1.0,2,1,3,0,0,63,0
2023,8,1,40,12,9,1.0,4.0,2.0,2,6,1,0,0,27,0
2021,12,1,24,8,9,1.0,2.0,2.0,2,6,1,0,0,13,0
2020,9,1,30,12,9,1.0,3.0,2.0,2,6,1,0,0,200,0
2023,5,1,0,8,9,1.0,3.0,2.0,5,6,3,0,0,27,0
2023,6,1,21,24,9,1.0,5.0,2.0,9,1,3,0,0,45,0
2023,6,1,21,8,9,2.0,4.0,2.0,6,1,2,0,0,15,0
2002,4,1,3,24,9,1.0,2.0,2.0,3,6,3,0,0,5,0
2022,2,1,0,24,9,1.0,2.0,1.0,2,6,3,0,0,63,0
2023,3,1,34,12,9,1.0,4.0,1.0,2,1,3,0,0,4,0
2024,6,1,9,12,9,1.0,3.0,2.0,2,6,1,0,0,2,0
2023,3,1,34,8,9,2.0,5.0,2.0,2,1,3,0,0,150,0
2020,9,1,30,8,9,1.0,3.0,2.0,2,6,1,0,0,200,0
2022,3,1,28,24,9,1.0,2.0,2.0,4,1,1,0,0,116,0
2023,3,1,34,8,9,2.0,3.0,2.0,3,1,3,0,0,2,0
2023,4,1,3,24,9,1.0,2.0,2.0,2,1,2,0,0,65,0
2024,4,1,3,8,9,1.0,3.0,2.0,4,6,2,0,0,116,0
2023,6,1,21,8,9,1.0,3.0,2.0,2,6,0,0,0,13,0
2022,6,1,2,24,9,1.0,4.0,1.0,2,1,0,0,0,5,0
2023,11,1,31,24,9,2.0,3.0,2.0,5,6,1,0,0,63,0
2023,4,1,3,24,9,1.0,4.0,2.0,1,6,3,0,0,63,0
2022,5,1,0,8,9,1.0,3.0,1.0,1,6,2,0,0,18,0
2022,4,1,3,12,9,1.0,3.0,2.0,3,1,2,0,0,6,0
2022,1,1,0,8,9,1.0,3.0,2.0,2,6,2,0,0,45,0
2022,9,1,9,20,9,1.0,3.0,2.0,1,6,0,0,0,64,0
2022,1,1,0,8,9,1.0,3.0,2.0,2,6,3,0,0,255,0
2023,3,1,34,8,9,2.0,5.0,2.0,5,6,3,0,0,63,0
2022,3,1,28,8,9,1.0,4.0,2.0,4,6,3,0,0,20,0
2022,3,1,28,2,5,2.0,4.0,2.0,6,6,2,0,0,5,0
2022,4,1,3,24,9,1.0,4.0,2.0,9,6,3,0,0,45,0
2022,3,1,28,24,9,1.0,4.0,2.0,9,6,3,0,0,169,0
2022,2,1,0,24,9,1.0,4.0,1.0,2,6,2,0,0,5,0
2021,1,1,0,24,9,1.0,3.0,1.0,2,1,1,0,0,63,0
2022,3,1,28,24,9,1.0,3.0,2.0,2,1,0,0,0,5,0
2020,1,1,0,20,9,1.0,3.0,1.0,4,6,0,0,0,116,0
2021,12,1,24,8,9,1.0,3.0,2.0,2,6,3,0,0,255,0
2023,3,1,34,24,9,1.0,4.0,2.0,9,6,3,0,0,36,0
2022,1,1,0,8,9,1.0,4.0,2.0,2,6,2,1,0,252,0
2022,3,1,28,8,9,1.0,3.0,1.0,2,1,2,0,0,202,0
2022,1,1,0,8,9,1.0,3.0,2.0,2,4,0,0,0,80,0
2023,6,1,21,24,9,1.0,3.0,2.0,2,6,3,1,0,37,0
2021,12,1,24,8,9,1.0,4.0,2.0,1,6,1,0,0,5,0
2021,9,1,20,8,9,1.0,3.0,2.0,2,6,3,0,0,45,0
2023,3,1,34,2,6,1.0,4.0,2.0,2,6,2,0,0,63,0
2023,3,1,34,12,9,1.0,4.0,2.0,2,6,3,0,0,41,0
2022,4,1,3,8,9,1.0,4.0,1.0,1,6,3,0,0,36,0
2023,6,1,21,24,9,1.0,2.0,2.0,4,1,1,0,0,23,0
2022,1,1,0,12,9,1.0,3.0,2.0,2,6,2,0,0,151,0
2023,4,1,3,8,9,1.0,3.0,1.0,2,6,2,0,0,36,0
2023,4,1,3,24,9,1.0,2.0,2.0,2,5,1,1,0,63,0
2023,4,1,3,8,9,1.0,3.0,2.0,3,1,3,0,0,43,0
2022,3,1,28,8,9,1.0,3.0,2.0,2,6,2,0,0,63,0
2023,3,1,34,24,9,1.0,3.0,1.0,9,6,2,0,0,5,0
2022,2,1,0,8,9,1.0,3.0,2.0,3,6,1,0,0,5,0
2023,4,1,3,24,9,1.0,2.0,1.0,2,6,2,1,0,13,0
2023,6,1,21,8,9,1.0,3.0,1.0,2,5,0,0,0,29,0
2022,10,1,0,8,9,1.0,4.0,2.0,2,1,3,0,0,63,0
2022,2,1,0,8,9,1.0,3.0,2.0,3,6,1,0,0,5,0
2023,11,1,31,8,9,1.0,5.0,2.0,3,6,2,0,0,20,0
2021,12,1,24,12,9,1.0,2.0,2.0,2,6,0,0,0,151,0
2023,5,1,0,8,9,2.0,2.0,2.0,4,6,1,0,0,63,0
2022,1,1,0,8,9,1.0,4.0,1.0,2,6,2,0,0,1,0
2022,7,1,28,12,9,1.0,3.0,1.0,2,6,1,0,0,116,0
2020,4,1,3,24,9,1.0,2.0,2.0,6,6,2,0,0,116,0
2023,4,1,3,8,9,1.0,4.0,2.0,2,1,3,0,0,45,0
2023,2,1,10,8,9,1.0,3.0,2.0,4,6,2,0,0,116,0
2023,6,1,21,8,9,1.0,4.0,2.0,2,6,4,0,0,43,0
2022,2,1,0,8,9,1.0,3.0,2.0,2,6,2,0,0,168,0
2020,7,1,6,8,9,1.0,0.0,2.0,9,1,0,0,0,14,0
2023,4,1,3,24,9,1.0,3.0,2.0,3,0,2,0,0,184,0
2023,5,1,0,24,9,1.0,2.0,2.0,2,6,2,1,0,63,0
2023,5,1,0,8,9,1.0,3.0,1.0,10,6,0,1,0,4,0
2023,5,1,0,8,9,2.0,2.0,2.0,4,5,1,1,0,63,0
2023,3,1,34,24,9,1.0,2.0,1.0,2,0,2,0,0,65,0
2021,12,1,24,24,9,1.0,3.0,2.0,6,1,0,0,0,36,0
2023,3,1,34,8,9,1.0,3.0,2.0,2,6,2,0,0,5,0
2023,1,1,0,12,9,1.0,4.0,1.0,2,6,0,0,0,5,0
2024,6,1,9,24,9,1.0,5.0,2.0,9,6,0,0,0,2,0
2019,1,1,0,24,9,1.0,2.0,2.0,4,6,1,0,0,94,0
2023,11,1,31,24,9,1.0,3.0,1.0,1,6,2,0,0,63,0
2022,2,1,0,12,9,1.0,3.0,1.0,1,6,1,0,0,1,0
2023,3,1,34,8,9,1.0,2.0,2.0,2,1,1,0,0,195,0
2023,5,1,0,8,9,1.0,2.0,2.0,9,6,2,0,0,13,0
2022,3,1,28,24,9,1.0,3.0,1.0,4,6,0,0,0,5,0
2023,5,1,0,8,9,1.0,6.0,1.0,1,6,0,0,0,101,0
2022,10,1,0,24,9,1.0,2.0,2.0,2,1,3,0,0,4,0
2023,2,1,10,17,10,1.0,4.0,2.0,5,6,0,0,0,116,0
2021,8,1,48,8,9,1.0,3.0,2.0,3,6,1,0,0,45,0
2024,4,1,3,8,9,1.0,6.0,2.0,2,6,2,0,0,116,0
2023,4,1,3,24,9,1.0,2.0,2.0,2,5,1,0,0,195,0
2023,5,1,0,8,9,1.0,4.0,2.0,2,6,3,0,0,43,0
2023,6,1,21,8,9,1.0,4.0,2.0,4,6,3,0,0,63,0
2021,12,1,24,24,9,2.0,5.0,2.0,1,4,0,0,0,1,0
2021,7,1,17,24,9,1.0,3.0,2.0,6,6,1,0,0,116,0
2023,4,1,3,24,9,1.0,4.0,1.0,9,1,2,0,0,6,0
2021,1,1,0,8,9,1.0,3.0,2.0,2,6,2,0,0,5,0
2023,3,1,34,12,5,1.0,2.0,2.0,4,1,1,0,0,202,0
2023,7,1,9,8,9,1.0,3.0,1.0,2,6,4,0,0,53,0
2023,3,18,17,8,9,1.0,3.0,2.0,4,6,2,0,0,34,0
2023,4,1,3,24,9,1.0,2.0,3.0,2,0,1,0,0,45,0
2023,4,1,3,8,9,1.0,5.0,2.0,2,6,0,0,0,36,0
2023,7,1,9,24,9,1.0,2.0,1.0,2,6,1,0,0,65,0
2022,10,1,0,8,9,1.0,6.0,2.0,4,6,4,0,0,1,0
2023,6,1,21,24,9,1.0,6.0,2.0,2,1,3,0,0,63,0
2022,6,1,2,24,9,1.0,5.0,2.0,2,6,0,0,0,71,0
2022,6,1,2,12,5,1.0,5.0,2.0,3,1,1,0,0,32,0
2022,4,1,3,12,9,1.0,3.0,2.0,2,6,0,0,0,252,0
2022,2,1,0,8,9,1.0,3.0,2.0,2,6,1,0,0,252,0
2024,3,1,20,8,9,1.0,4.0,1.0,2,1,2,0,0,195,0
2023,1,1,0,8,9,1.0,4.0,1.0,6,6,0,0,0,20,0
2022,6,1,2,24,9,1.0,3.0,1.0,2,6,3,1,0,1,0
2022,12,1,24,20,9,1.0,3.0,1.0,1,6,2,0,0,288,0
2021,12,1,24,8,9,1.0,2.0,2.0,2,6,3,0,0,252,0
2022,5,1,0,8,9,2.0,4.0,2.0,2,6,0,0,0,200,0
2017,1,1,0,20,9,1.0,4.0,1.0,2,6,1,0,0,94,0
2022,5,1,0,17,9,1.0,4.0,2.0,2,1,3,0,0,65,0
2022,4,1,3,20,9,1.0,4.0,2.0,2,6,0,0,0,4,0
2022,6,1,2,24,9,1.0,4.0,2.0,2,1,1,0,0,202,0
2015,1,1,0,24,9,1.0,4.0,1.0,1,6,3,1,0,5,0
2023,5,1,0,8,9,1.0,4.0,2.0,6,6,0,0,0,2,0
2021,8,1,48,8,9,1.0,3.0,2.0,3,6,1,0,0,45,0
2022,12,1,24,8,9,1.0,4.0,1.0,1,6,2,0,0,151,0
2023,4,1,3,24,9,1.0,3.0,2.0,5,6,1,0,0,1,0
2022,5,1,0,8,9,1.0,3.0,2.0,2,6,1,0,0,4,0
2024,5,1,0,24,9,2.0,5.0,2.0,2,6,1,1,0,5,0
2022,3,1,28,20,9,1.0,6.0,1.0,1,6,3,0,0,252,0
2022,2,1,0,8,9,1.0,4.0,1.0,2,1,3,0,0,200,0
2022,4,1,3,8,9,1.0,3.0,1.0,2,6,3,0,0,200,0
2022,1,1,0,8,9,1.0,3.0,1.0,2,6,3,0,0,252,0
2022,7,1,28,8,9,1.0,4.0,2.0,3,6,3,0,0,224,0
2022,6,1,2,8,9,2.0,6.0,2.0,3,6,0,0,0,52,0
2023,5,1,0,20,9,1.0,5.0,1.0,1,6,3,0,0,203,0
2022,7,1,28,8,9,1.0,3.0,1.0,1,6,3,0,0,151,0
2022,1,1,0,24,9,1.0,3.0,2.0,9,1,3,0,0,45,0
2023,5,1,0,8,9,1.0,4.0,2.0,6,6,3,0,0,9,0
2022,1,1,0,8,9,1.0,3.0,2.0,2,5,3,0,0,63,0
2021,2,1,11,20,9,1.0,4.0,1.0,9,6,1,0,0,94,0
2021,1,1,0,24,9,2.0,4.0,2.0,6,6,3,0,0,200,0
2023,5,1,0,8,9,1.0,3.0,2.0,6,6,1,0,0,252,0
2023,5,1,0,8,9,1.0,5.0,2.0,5,6,3,0,0,9,0
2023,5,1,0,17,10,1.0,4.0,2.0,2,6,0,0,0,36,0
2023,1,1,0,8,9,1.0,3.0,2.0,6,4,2,0,0,55,0
2023,3,1,34,24,9,1.0,4.0,1.0,2,1,1,0,0,5,0
2020,10,1,0,8,9,1.0,2.0,2.0,2,6,0,0,0,116,0
2023,3,17,18,8,9,1.0,3.0,2.0,9,5,2,0,0,5,0
2023,5,1,0,8,9,1.0,5.0,2.0,5,6,3,0,0,9,0
2023,4,1,3,24,9,1.0,2.0,1.0,2,5,1,1,0,63,0
2023,1,1,0,12,9,1.0,3.0,1.0,2,1,3,0,0,175,0
2023,3,1,34,24,9,1.0,2.0,1.0,6,5,1,1,0,5,0
2023,6,1,21,24,9,1.0,3.0,1.0,1,6,0,1,0,2,0
